filename,status,transcript
911_first6sec/call_100_0.wav,ok,(musica de fondo) Compañía de la vida no me quieren y se lo dije a mi abuelo por las fuerzas. (quejidos) (musica de fondo)
911_first6sec/call_105_0.wav,ok,"(muffled screaming) I'm walking in the field. I don't know where I am. You're walking in the field. Okay, I need you to just stop, okay? I'm going to try to find you-"
911_first6sec/call_107_0.wav,ok_whisper,"I mean, a white handle and the cord is wiped out."
911_first6sec/call_10_0.wav,ok,"Ma'am, my pickup was stolen. I had to go find it. Ugh."
911_first6sec/call_131_0.wav,ok_whisper,"I'm coming to the 29th and I'm coming back to the woods, and I just ran a car and just coming down the wrong lane."
911_first6sec/call_136_0.wav,ok_whisper,Somebody was trying to rob us. She's got tight right now. We're holding her down. Yeah. Okay. Where are you? What the head or is she at?
911_first6sec/call_137_0.wav,ok,(telefonos sinyal sesi)
911_first6sec/call_139_0.wav,ok_whisper,"I would have a little more of this thing. Have you had any reports on one? No, ma'am, we sure have it."
911_first6sec/call_157_0.wav,ok_whisper,"Yeah, I can't have that kind of mind. My father's don't even be a big egg. He's 79 years old."
911_first6sec/call_157_1.wav,ok_whisper,My husband is up in the attic and he's not responding.
911_first6sec/call_162_0.wav,ok_whisper,"I just got about the work from Target, 233."
911_first6sec/call_184_0.wav,ok_whisper,"And I'm behind an open wheel for Vata, nice and plate, CEG-8148, and we've been all over the road."
911_first6sec/call_18_0.wav,ok_whisper,Your practices.
911_first6sec/call_192_0.wav,ok_whisper,I'm almost breaking in the mouth. What's your address? So I think she's definitely curious. Say I what?
911_first6sec/call_199_0.wav,ok_whisper,I'm even as expandable to please General Kansas 2015 hit 12
911_first6sec/call_19_0.wav,ok_whisper,I don't know what you're not far enough and this is your eyes really take the left at that light
911_first6sec/call_203_0.wav,ok_whisper,Why you? On the emergency hall-in. So are you?
911_first6sec/call_205_0.wav,ok_whisper,"what is your emergency? Hi, many of you think I'm the manager at the McDonald's and I'm very intrigued. Yeah. There's a woman here so she has a..."
911_first6sec/call_20_0.wav,ok_whisper,Are you out of the house yet? No. Or I can get out of the house. We can't.
911_first6sec/call_210_0.wav,ok_whisper,emergency.
911_first6sec/call_212_0.wav,ok_whisper,Have you gone um I Rolling somebody don'tching
911_first6sec/call_214_0.wav,ok_whisper,I think somebody is working in the house. We just came from school and put our jobs on. We really scared.
911_first6sec/call_217_0.wav,ok_whisper,We need to place it the Walmart Supercenter here in the scogi. That's some guy.
911_first6sec/call_218_0.wav,ok_whisper,"And he's so excited. So,ீ jun giorni해�문 50 See, that thing? The blowing you got 9.64 and he is very .. He is very shtere Somebody on the slew of r R R R R R R R R"
911_first6sec/call_220_0.wav,ok_whisper,"I love the hamburger on the TV for this local food, okay? And there is a young man."
911_first6sec/call_222_0.wav,ok_whisper,"I was told the call on my dad to tell, while we were at..."
911_first6sec/call_223_0.wav,ok_whisper,"You only found this as your true self, but I don't know, I don't."
911_first6sec/call_228_0.wav,ok_whisper,Why? Why? I'm going to tell you who it is.
911_first6sec/call_241_0.wav,ok_whisper,"Two uppersal, Annebrahim, Bradahr"
