filename,status,transcript
911_first6sec/call_100_0.wav,ok,(musica de fondo) Compañía de la vida no me quieren y se lo dije a mi abuelo por las fuerzas. (quejidos) (musica de fondo)
911_first6sec/call_105_0.wav,ok,"(muffled screaming) I'm walking in the field. I don't know where I am. You're walking in the field. Okay, I need you to just stop, okay? I'm going to try to find you-"
911_first6sec/call_107_0.wav,http_401,
911_first6sec/call_10_0.wav,ok,"Ma'am, my pickup was stolen. I had to go find it. Ugh."
911_first6sec/call_131_0.wav,http_401,
911_first6sec/call_137_0.wav,ok,(telefonos sinyal sesi)
911_first6sec/call_139_0.wav,http_401,
911_first6sec/call_157_0.wav,http_401,
911_first6sec/call_157_1.wav,http_401,
911_first6sec/call_184_0.wav,http_401,
911_first6sec/call_192_0.wav,http_401,
911_first6sec/call_203_0.wav,http_401,
911_first6sec/call_248_0.wav,http_401,
911_first6sec/call_250_0.wav,http_401,
911_first6sec/call_274_0.wav,http_401,
911_first6sec/call_277_0.wav,http_401,
911_first6sec/call_310_0.wav,ok,"Yeah, this is emergency. I'm a cab driver. This guy, he say-"
911_first6sec/call_312_0.wav,http_401,
911_first6sec/call_314_0.wav,http_401,
911_first6sec/call_314_1.wav,http_401,
911_first6sec/call_318_0.wav,ok,"Yes sir, I'm gonna need some help. I'm trapped in the backside of this forest fire."
911_first6sec/call_373_0.wav,ok,(operator voice)
911_first6sec/call_379_0.wav,ok,"Um, we lost contact with two carriers, uh, with the carrier and somebody that was looking-"
911_first6sec/call_384_0.wav,http_401,
911_first6sec/call_394_0.wav,ok,"9-1-1, what's your emergency? This is an emergency. We're on a hike, um, a lake Milwaukee hike, and my kids are in a small cave..."
911_first6sec/call_397_0.wav,http_401,
911_first6sec/call_404_0.wav,http_401,
911_first6sec/call_405_0.wav,http_401,
911_first6sec/call_413_0.wav,http_401,
911_first6sec/call_414_0.wav,http_401,
911_first6sec/call_416_0.wav,http_401,
911_first6sec/call_417_0.wav,http_401,
911_first6sec/call_422_0.wav,http_401,
911_first6sec/call_425_0.wav,http_401,
911_first6sec/call_425_1.wav,http_401,
911_first6sec/call_427_0.wav,http_401,
911_first6sec/call_429_0.wav,http_401,
911_first6sec/call_436_0.wav,http_401,
911_first6sec/call_439_0.wav,http_401,
911_first6sec/call_444_0.wav,http_401,
911_first6sec/call_445_0.wav,http_401,
911_first6sec/call_462_0.wav,http_401,
911_first6sec/call_465_0.wav,http_401,
911_first6sec/call_467_0.wav,http_401,
911_first6sec/call_470_0.wav,http_401,
911_first6sec/call_483_0.wav,ok,"My brother's drowning. Where are you at? Um, at the-"
911_first6sec/call_488_0.wav,http_401,
911_first6sec/call_489_0.wav,http_401,
911_first6sec/call_490_0.wav,http_401,
911_first6sec/call_491_0.wav,http_401,
911_first6sec/call_493_0.wav,http_401,
911_first6sec/call_494_0.wav,http_401,
911_first6sec/call_496_0.wav,http_401,
911_first6sec/call_499_0.wav,ok,"Can I help you, sir? We have a couple of people who've tipped over in the Great Salt Lake. I've got them on the line."
911_first6sec/call_49_0.wav,http_401,
911_first6sec/call_501_0.wav,http_401,
911_first6sec/call_508_0.wav,http_401,
