filename,status,transcript
911_first6sec/call_10_0.wav,ok,"Ma'am, my pickup was stolen. I had to go find it. Ugh."
911_first6sec/call_100_0.wav,ok,(musica de fondo) Compañía de la vida no me quieren y se lo dije a mi abuelo por las fuerzas. (quejidos) (musica de fondo)
911_first6sec/call_105_0.wav,ok,"(muffled screaming) I'm walking in the field. I don't know where I am. You're walking in the field. Okay, I need you to just stop, okay? I'm going to try to find you-"
911_first6sec/call_137_0.wav,ok,(telefonos sinyal sesi)
911_first6sec/call_310_0.wav,ok,"Yeah, this is emergency. I'm a cab driver. This guy, he say-"
911_first6sec/call_318_0.wav,ok,"Yes sir, I'm gonna need some help. I'm trapped in the backside of this forest fire."
911_first6sec/call_373_0.wav,ok,(operator voice)
911_first6sec/call_379_0.wav,ok,"Um, we lost contact with two carriers, uh, with the carrier and somebody that was looking-"
911_first6sec/call_394_0.wav,ok,"9-1-1, what's your emergency? This is an emergency. We're on a hike, um, a lake Milwaukee hike, and my kids are in a small cave..."
911_first6sec/call_483_0.wav,ok,"My brother's drowning. Where are you at? Um, at the-"
911_first6sec/call_499_0.wav,ok,"Can I help you, sir? We have a couple of people who've tipped over in the Great Salt Lake. I've got them on the line."
911_first6sec/call_552_0.wav,ok,"Units know that it is confirmed rotation on the ground just went over our house off of, uh, Brinkley and-"
911_first6sec/call_552_1.wav,ok,"On my way into the north I've seen a funnel cloud, um, just reporting, uh, my first sighting driving through-"
911_first6sec/call_552_2.wav,ok,"Um, we just got in a tornado and um the car flipped and the windows busted and we're bleeding to death- (dramatic music)"
911_first6sec/call_552_3.wav,ok,"Florida, I just came across, let's say 24. Okay. See what you got."
911_first6sec/call_552_4.wav,ok,"Yeah, I have a rotating cloud coming in, uh, uh, southwest of Regency Park up near-"
911_first6sec/call_552_5.wav,ok,"Yes. There's a tornado touched down off Broad and Memorial. Are you hurt sir? No, I'm looking out the window trying to get my wife."
911_first6sec/call_552_6.wav,ok,"No, ma'am. We can see a tornado. We're at 914 Hillcrest. We have about five adults-"
